path_id,seg_id,x,y
0.0,0.0,108.09829626004685,123.31300785425154
0.0,0.0,109.00790379724833,122.90188471091375
0.0,0.0,109.93573226284502,122.4989003325268
0.0,0.0,110.88104783653455,122.10500207959561
0.0,0.0,111.8430612216023,121.72111023397599
0.0,0.0,112.82097226616388,121.34809736221449
0.0,0.0,113.81390851960303,120.98681013290374
0.0,0.0,114.82098835232505,120.6380426760672
0.0,0.0,115.8412977094284,120.30254428430739
0.0,0.0,116.87388817391033,119.9810182569382
0.0,0.0,117.91781699780196,119.6741085950082
0.0,0.0,118.97211002400753,119.38241153737766
0.0,0.0,120.03579669219887,119.10646515431803
0.0,0.0,121.10789792856502,118.84675355003426
0.0,0.0,122.18746042219375,118.60369972801321
0.0,0.0,123.27353084562864,118.37767389716683
0.0,0.0,124.36516294800153,118.1689930672178
0.0,0.0,125.46145673126938,117.97791597539411
0.0,0.0,126.56151393446314,117.80465435856244
0.0,0.0,127.66448547045403,117.64936746963238
0.0,0.0,128.76955057662477,117.51216916041591
0.0,0.0,129.87592534945742,117.39312985562674
0.0,0.0,130.98289408377656,117.29227738301037
0.0,0.0,132.08971995198866,117.209608806993
0.0,0.0,133.19579627923514,117.14508131565098
0.0,0.0,134.30051436768548,117.09862744555282
0.0,0.0,135.4033172437187,117.07015399698653
0.0,0.0,136.5037317033276,117.05954615075048
0.0,0.0,137.6012863954944,117.0666729471301
0.0,0.0,138.69561146261606,117.09139033916487
0.0,0.0,139.78633924698312,117.13354452504711
0.0,0.0,140.87321838334083,117.19297904943977
0.0,0.0,141.95598227949571,117.26953351697018
0.0,0.0,143.03444498891838,117.36305118634924
0.0,0.0,144.1084528552094,117.47337980409493
0.0,0.0,145.17794585752725,117.60038170757777
0.0,0.0,146.2428257447444,117.74392226291816
0.0,0.0,147.30310270578104,117.90388990009133
0.0,0.0,148.35879494326974,118.08018709980313
0.0,0.0,149.4099699859109,118.27273884797087
0.0,0.0,150.45673415641087,118.4814944210442
0.0,0.0,151.49921128315006,118.70642584195066
0.0,0.0,152.53756587235677,118.94753504430263
0.0,0.0,153.57199671553818,119.2048558528496
0.0,0.0,154.6108735113507,119.48068589787535
0.0,0.0,155.6431321388931,119.77225080725006
0.0,0.0,156.6686787161124,120.07941825566142
0.0,0.0,157.68741469554521,120.40205934976468
0.0,0.0,158.69921548785763,120.74004080424652
0.0,0.0,159.7039402959372,121.09322611858241
0.0,0.0,160.70149345071928,121.46149722197998
0.0,0.0,161.69171699410597,121.84471585507808
0.0,0.0,162.67448740532274,122.2427579514063
0.0,0.0,163.6496235906933,122.65547686063297
0.0,0.0,164.61699116245927,123.08274497052822
0.0,0.0,165.5764224134913,123.52442030774651
0.0,0.0,166.52777244145088,123.98037071808844
0.0,0.0,167.47084493950103,124.45043819504127
0.0,0.0,168.40547829336427,124.93447917447449
0.0,0.0,169.3315099749549,125.43234822953144
0.0,0.0,170.24874179478675,125.9438780839667
0.0,0.0,171.15700349100365,126.46891319139866
0.0,0.0,172.05610721016444,127.00728461469964
0.0,0.0,172.94588471596435,127.55883139432888
0.0,0.0,173.82613584258365,128.12336874846378
0.0,0.0,174.6966882711983,128.7007246093503
0.0,0.0,175.55733823845455,129.2907010411966
0.0,0.0,176.4079360836538,129.89313189726568
0.0,0.0,177.24826978923267,130.50780212458943
0.0,0.0,178.07817484493614,131.13452433192873
0.0,0.0,178.89747110702794,131.77309401885918
0.0,0.0,179.70598687083998,132.42330688962716
0.0,0.0,180.5035423314231,133.08494548651336
0.0,0.0,181.28997394988158,133.75779878371392
0.0,0.0,182.06512210439453,134.44165270741894
0.0,0.0,182.82883140039542,135.1362904073426
0.0,0.0,183.5809275902122,135.84147030432422
0.0,0.0,184.32126530591253,136.5569695619003
0.0,0.0,185.0497117552071,137.28257111424702
0.0,0.0,185.76611592902066,138.01803286164665
0.0,0.0,186.47034791902468,138.76312638521307
0.0,0.0,187.16226897162605,139.51760640981394
0.0,0.0,187.84173702413452,140.28121488787247
0.0,0.0,188.50863198707376,141.05370923878235
0.0,0.0,189.16291560954278,141.8349378514789
0.0,0.0,189.80452811806146,142.62472535833953
0.0,0.0,190.43341034175256,143.4228970615726
0.0,0.0,191.04949941993263,144.22927316134917
0.0,0.0,191.65272312742806,145.04366000645237
0.0,0.0,192.24303209259577,145.86589336406016
0.0,0.0,192.82034726610408,146.69576642911997
0.0,0.0,193.38459726068015,147.53307900317083
0.0,0.0,193.93572339392654,148.377646536646
0.0,0.0,194.4736480225334,149.2292518223374
0.0,0.0,194.99830354670905,150.0876876812046
0.0,0.0,195.50962832134266,150.95275180475141
0.0,0.0,196.0075431104124,151.82420576373613
0.0,0.0,196.4919811815203,152.70182414441143
0.0,0.0,196.9628871223332,153.58539490336892
0.0,0.0,197.4201975754296,154.4746838466764
0.0,0.0,197.86384604976007,155.3694404362223
0.0,0.0,198.29377811580403,156.26942727437748
0.0,0.0,198.70994268137838,157.17440362747746
0.0,0.0,199.11228874156507,158.08411744591263
0.0,0.0,199.50076525286232,158.9983029144495
0.0,0.0,199.8753401163561,159.91672529858414
0.0,0.0,200.2359685862055,160.8391054868795
0.0,0.0,200.5826204296428,161.76518425150502
0.0,0.0,200.91527310642437,162.69470773186993
0.0,0.0,201.23390007601765,163.62739387719108
0.0,0.0,201.53848680153203,164.5629758922581
0.0,0.0,201.8290217326571,165.50117663693007
0.0,0.0,202.10550211222392,166.4417262579694
0.0,0.0,202.36793365089756,167.38436326998203
0.0,0.0,202.61632158531035,168.3288021744236
0.0,0.0,202.85067969167528,169.2747634437563
0.0,0.0,203.07103009389095,170.2219748221643
0.0,0.0,203.27740054029846,171.17016103112078
0.0,0.0,203.469825423079,172.11904783360487
0.0,0.0,203.64834577709627,173.0683624150994
0.0,0.0,203.81960243315072,174.0575886121696
0.0,0.0,203.97615625724544,175.04852344782606
0.0,0.0,204.11796311364066,176.04064131912435
0.0,0.0,204.24499967068965,177.03341086170175
0.0,0.0,204.35727632647232,178.0264151678621
0.0,0.0,204.45481957510762,179.01925276406453
0.0,0.0,204.53767357796434,180.01157402283513
0.0,0.0,204.60589706793667,181.00309314818
0.0,0.0,204.65955684045042,181.9935483628175
0.0,0.0,204.6987278772979,182.98275775982208
0.0,0.0,204.72348709573936,183.97058888647254
0.0,0.0,204.73390980697474,184.95693364024208
0.0,0.0,204.73006748750078,185.94176239297732
0.0,0.0,204.7120233140738,186.92508210428878
0.0,0.0,204.6798291158176,187.90694963039383
0.0,0.0,204.63352185596835,188.8874720362019
0.0,0.0,204.57311830070392,189.8668322472595
0.0,0.0,204.49861521623598,190.84522098140675
0.0,0.0,204.4099833459701,191.82289183305548
0.0,0.0,204.3071632911694,192.80015595759343
0.0,0.0,204.1900649960919,193.77735103729458
0.0,0.0,204.05584755668013,194.7739744063229
0.0,0.0,203.90712896152485,195.7672645138327
0.0,0.0,203.74390239203154,196.7575601131471
0.0,0.0,203.56615047087263,197.74509649636232
0.0,0.0,203.3738350903513,198.7300931283042
0.0,0.0,203.1669044558824,199.71272551142096
0.0,0.0,202.94530674097206,200.69307968667647
0.0,0.0,202.70898151917314,201.67121290279135
0.0,0.0,202.45786365430695,202.64714604933428
0.0,0.0,202.19189898678314,203.6208167066867
0.0,0.0,201.91103171590112,204.59214276790593
0.0,0.0,201.61521362575752,205.56099710345077
0.0,0.0,201.30442396728634,206.52715755891745
0.0,0.0,200.97864409630932,207.49040219590321
0.0,0.0,200.63787580104133,208.4504585651243
0.0,0.0,200.28215504467025,209.40697866538798
0.0,0.0,199.91153703272693,210.3595929514098
0.0,0.0,199.52609630253266,211.30791515984512
0.0,0.0,199.12597235786572,212.25144100009115
0.0,0.0,198.74426302760372,213.11651938412118
0.0,0.0,198.34999455645882,213.97747966655302
0.0,0.0,197.94310481180318,214.8343080981085
0.0,0.0,197.52356475018598,215.68690579130308
0.0,0.0,197.09130676266787,216.53524048235946
0.0,0.0,196.6462874888249,217.37921775724666
0.0,0.0,196.18845162547035,218.21875559731637
0.0,0.0,195.71775281404405,219.0537452841039
0.0,0.0,195.23413230258612,219.88409095560664
0.0,0.0,194.73754642769654,220.7096619716285
0.0,0.0,194.22793500404634,221.53034767460156
0.0,0.0,193.70525899216008,222.34599584057358
0.0,0.0,193.16947444109164,223.15645706766878
0.0,0.0,192.62054578134433,223.96156460294367
0.0,0.0,192.05842816559823,224.76116108658616
0.0,0.0,191.48310546264935,225.5550449853552
0.0,0.0,190.89454411070616,226.34303737869323
0.0,0.0,190.29273935589512,227.1249190876004
0.0,0.0,189.67767234428607,227.9004893536815
0.0,0.0,189.04934879391914,228.66951622958248
0.0,0.0,188.40777566106283,229.4317680143671
0.0,0.0,187.7529673366418,230.18700595479922
0.0,0.0,187.0849588777065,230.93497043829387
0.0,0.0,186.40380294375706,231.67538712387537
0.0,0.0,185.7095277317764,232.40801280446343
0.0,0.0,185.00221103878044,233.13255620783494
0.0,0.0,184.28193672969252,233.84872752844475
0.0,0.0,183.54879525222051,234.55623800284866
0.0,0.0,182.8028998023674,235.25478513738042
0.0,0.0,182.0443539713611,235.94408402594706
0.0,0.0,181.2733190098245,236.62380680930812
0.0,0.0,180.48994572100725,237.29364685711303
0.0,0.0,179.69439552849846,237.95329922671044
0.0,0.0,178.88686281646824,238.60244345301646
0.0,0.0,178.06755966902753,239.24075844450041
0.0,0.0,177.23669834394204,239.86793668183196
0.0,0.0,176.394533916238,240.483652605849
